chain;generation;mvalue;prev_value;speaker
41;1;0.0;0.35714285714285715;41-1
41;2;0.013227513227513199;0.35714285714285715;41-2
41;3;-0.013227513227513199;0.37037037037037035;41-3
41;4;-0.0357142857142857;0.35714285714285715;41-4
41;5;-0.035714285714285754;0.32142857142857145;41-5
41;6;0.010582010582010581;0.2857142857142857;41-6
41;7;-0.037037037037037035;0.2962962962962963;41-7
41;8;-0.009259259259259245;0.25925925925925924;41-8
41;9;0.0;0.25;41-9
41;10;0.0;0.25;41-10
42;1;0.0;0.35714285714285715;42-1
42;2;0.0;0.35714285714285715;42-2
42;3;-0.0357142857142857;0.35714285714285715;42-3
42;4;0.0;0.32142857142857145;42-4
42;5;0.0;0.32142857142857145;42-5
42;6;0.0;0.32142857142857145;42-6
42;7;0.0;0.32142857142857145;42-7
42;8;0.0;0.32142857142857145;42-8
42;9;0.0;0.32142857142857145;42-9
42;10;0.0357142857142857;0.32142857142857145;42-10
43;1;0.0;0.35714285714285715;43-1
43;2;0.0;0.35714285714285715;43-2
43;3;0.0;0.35714285714285715;43-3
43;4;0.0;0.35714285714285715;43-4
43;5;-0.06084656084656087;0.35714285714285715;43-5
43;6;0.025132275132275173;0.2962962962962963;43-6
43;7;0.0;0.32142857142857145;43-7
43;8;0.0;0.32142857142857145;43-8
43;9;0.0;0.32142857142857145;43-9
43;10;0.0;0.32142857142857145;43-10
44;1;0.0;0.35714285714285715;44-1
44;2;0.0;0.35714285714285715;44-2
44;3;-0.08128078817733991;0.35714285714285715;44-3
44;4;0.009852216748768461;0.27586206896551724;44-4
44;5;0.0;0.2857142857142857;44-5
44;6;0.0;0.2857142857142857;44-6
44;7;0.0;0.2857142857142857;44-7
44;8;0.010582010582010581;0.2857142857142857;44-8
44;9;-0.037037037037037035;0.2962962962962963;44-9
44;10;0.026455026455026454;0.25925925925925924;44-10
45;1;0.0;0.35714285714285715;45-1
45;2;0.0;0.35714285714285715;45-2
45;3;0.0;0.35714285714285715;45-3
45;4;-0.07142857142857145;0.35714285714285715;45-4
45;5;0.035714285714285754;0.2857142857142857;45-5
45;6;0.011904761904761862;0.32142857142857145;45-6
45;7;0.05128205128205132;0.3333333333333333;45-7
45;8;-0.1253561253561254;0.38461538461538464;45-8
45;9;-0.009259259259259245;0.25925925925925924;45-9
45;10;0.0;0.25;45-10
